Currency,Buying,Selling,Mean,Transaction Date,source_url,scraped_at
SDR,3474.3494,3509.0929,3491.7212,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
SEK,282.042,284.8624,283.4522,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
SGD,1983.968,2003.8077,1993.8879,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
TRY,57.9708,58.5505,58.2606,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
UGX,0.707,0.7141,0.7105,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
USD,2521.8218,2547.04,2534.4309,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
GOLD,12391828.75,12515747.03,12453787.89,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
ZAR,157.6227,159.199,158.4108,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
ZMW,128.0113,129.2914,128.6513,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
ZWD,6.619,6.6851,6.652,2026-02-04,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-04 03:31:52.386089
AED,690.7081,697.6152,694.1617,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
ATS,162.6271,164.2534,163.4403,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
AUD,1783.1289,1800.9601,1792.0445,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
BIF,0.8551,0.8637,0.8594,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
BWP,203.9891,206.029,205.0091,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
CAD,1858.7386,1877.326,1868.0323,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
CHF,3269.1383,3301.8297,3285.484,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
CNY,365.4823,369.1371,367.3097,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
CUC,105.7158,106.7729,106.2443,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
DKK,401.4459,405.4604,403.4531,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
DZD,19.4386,19.6329,19.5357,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
EUR,2997.9298,3027.9091,3012.9194,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
GBP,3479.9936,3514.7936,3497.3936,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
HKD,324.7422,327.9896,326.3659,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
INR,28.0612,28.3418,28.2015,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
IQD,1.936,1.9554,1.9457,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
IRR,0.0022,0.0022,0.0022,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
JPY,16.1913,16.3532,16.2723,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
KES,19.6528,19.8493,19.7511,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
KRW,1.7429,1.7604,1.7516,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
KWD,8305.0023,8388.0524,8346.5274,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
MWK,1.449,1.4635,1.4562,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
MYR,644.7721,651.2198,647.996,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
MZM,39.3239,39.7171,39.5205,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
NAD,159.1605,160.7521,159.9563,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
NGN,1.8508,1.8693,1.86,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
NLG,1015.4806,1025.6354,1020.558,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
NOK,262.8628,265.4914,264.1771,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
NZD,1529.9185,1545.2177,1537.5681,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
PKR,9.063,9.1536,9.1083,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
QAR,695.9754,702.9351,699.4552,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
RWF,1.7325,1.7498,1.7411,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
SAR,676.5448,683.3102,679.9275,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
SDR,3485.9825,3520.8423,3503.4124,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
SEK,283.3,286.133,284.7165,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
SGD,1995.2644,2015.217,2005.2407,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
TRY,58.314,58.8971,58.6056,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
UGX,0.7117,0.7188,0.7152,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
USD,2537.1782,2562.55,2549.8641,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
GOLD,12802525.17,12930550.42,12866537.8,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
ZAR,159.1236,160.7148,159.9192,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
ZMW,130.9849,132.2948,131.6399,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
ZWD,6.6593,6.7259,6.6926,2026-02-05,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-05 03:33:14.825153
AED,690.7081,697.6152,694.1617,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
ATS,162.6271,164.2534,163.4403,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
AUD,1769.6818,1787.3786,1778.5302,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
BIF,0.8527,0.8612,0.8569,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
BWP,202.7205,204.7477,203.7341,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
CAD,1854.9336,1873.483,1864.2083,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
CHF,3269.9809,3302.6808,3286.3309,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
CNY,365.6351,369.2914,367.4632,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
CUC,105.7158,106.7729,106.2443,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
DKK,400.9447,404.9542,402.9494,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
DZD,19.4243,19.6185,19.5214,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
EUR,2994.124,3024.0653,3009.0946,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
GBP,3447.5178,3481.9929,3464.7554,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
HKD,324.7463,327.9938,326.3701,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
INR,28.0916,28.3725,28.2321,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
IQD,1.936,1.9554,1.9457,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
IRR,0.0022,0.0022,0.0022,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
JPY,16.1789,16.3407,16.2598,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
KES,19.6528,19.8493,19.7511,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
KRW,1.7327,1.7501,1.7414,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
KWD,8300.9266,8383.9359,8342.4312,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
MWK,1.449,1.4635,1.4562,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
MYR,642.3236,648.7468,645.5352,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
MZM,39.3239,39.7171,39.5205,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
NAD,157.0989,158.6699,157.8844,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
NGN,1.8552,1.8737,1.8645,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
NLG,1015.4806,1025.6354,1020.558,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
NOK,260.5173,263.1225,261.8199,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
NZD,1521.7995,1537.0175,1529.4085,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
PKR,9.0533,9.1438,9.0985,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
QAR,695.9754,702.9351,699.4552,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
RWF,1.7374,1.7548,1.7461,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
SAR,676.5448,683.3102,679.9275,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
SDR,3487.909,3522.788,3505.3485,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
SEK,281.2026,284.0146,282.6086,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
SGD,1992.444,2012.3685,2002.4062,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
TRY,58.2706,58.8533,58.562,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
UGX,0.7117,0.7188,0.7152,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
USD,2537.1782,2562.55,2549.8641,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
GOLD,12324571.54,12447817.25,12386194.4,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
ZAR,157.0853,158.6561,157.8707,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
ZMW,136.0417,137.4021,136.7219,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
ZWD,6.6593,6.7259,6.6926,2026-02-06,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-06 03:32:11.339235
AED,691.6327,698.549,695.0908,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
ATS,162.8448,164.4732,163.659,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
AUD,1777.8939,1795.6728,1786.7833,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
BIF,0.8538,0.8624,0.8581,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
BWP,203.5,205.535,204.5175,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
CAD,1860.4088,1879.0129,1869.7108,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
CHF,3270.1432,3302.8446,3286.4939,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
CNY,366.1245,369.7857,367.9551,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
CUC,105.8573,106.9158,106.3865,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
DKK,401.9006,405.9196,403.9101,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
DZD,19.5135,19.7087,19.6111,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
EUR,3001.4344,3031.4488,3016.4416,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
GBP,3454.1648,3488.7064,3471.4356,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
HKD,325.1352,328.3866,326.7609,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
INR,28.0534,28.334,28.1937,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
IQD,1.9386,1.958,1.9483,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
IRR,0.0022,0.0022,0.0022,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
JPY,16.1903,16.3522,16.2712,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
KES,19.6791,19.8759,19.7775,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
KRW,1.7348,1.7522,1.7435,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
KWD,8312.0375,8395.1579,8353.5977,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
MWK,1.4515,1.466,1.4587,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
MYR,643.1834,649.6152,646.3993,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
MZM,39.3765,39.7703,39.5734,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
NAD,158.0057,159.5858,158.7958,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
NGN,1.8547,1.8732,1.8639,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
NLG,1016.8398,1027.0082,1021.924,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
NOK,261.5805,264.1963,262.8884,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
NZD,1525.8689,1541.1276,1533.4982,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
PKR,9.0735,9.1642,9.1188,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
QAR,694.146,701.0874,697.6167,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
RWF,1.7397,1.7571,1.7484,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
SAR,677.4142,684.1884,680.8013,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
SDR,3487.2419,3522.1143,3504.6781,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
SEK,281.3482,284.1617,282.7549,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
SGD,1996.9928,2016.9627,2006.9778,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
TRY,58.3638,58.9474,58.6556,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
UGX,0.7126,0.7198,0.7162,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
USD,2540.5743,2565.98,2553.2771,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
GOLD,12518425.6,12643609.85,12581017.72,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
ZAR,158.0126,159.5927,158.8027,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
ZMW,135.4973,136.8523,136.1748,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
ZWD,6.6682,6.7349,6.7015,2026-02-07,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-07 03:25:23.674462
AED,691.6327,698.549,695.0908,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
ATS,162.8448,164.4732,163.659,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
AUD,1777.8939,1795.6728,1786.7833,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
BIF,0.8538,0.8624,0.8581,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
BWP,203.5,205.535,204.5175,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
CAD,1860.4088,1879.0129,1869.7108,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
CHF,3270.1432,3302.8446,3286.4939,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
CNY,366.1245,369.7857,367.9551,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
CUC,105.8573,106.9158,106.3865,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
DKK,401.9006,405.9196,403.9101,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
DZD,19.5135,19.7087,19.6111,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
EUR,3001.4344,3031.4488,3016.4416,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
GBP,3454.1648,3488.7064,3471.4356,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
HKD,325.1352,328.3866,326.7609,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
INR,28.0534,28.334,28.1937,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
IQD,1.9386,1.958,1.9483,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
IRR,0.0022,0.0022,0.0022,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
JPY,16.1903,16.3522,16.2712,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
KES,19.6791,19.8759,19.7775,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
KRW,1.7348,1.7522,1.7435,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
KWD,8312.0375,8395.1579,8353.5977,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
MWK,1.4515,1.466,1.4587,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
MYR,643.1834,649.6152,646.3993,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
MZM,39.3765,39.7703,39.5734,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
NAD,158.0057,159.5858,158.7958,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
NGN,1.8547,1.8732,1.8639,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
NLG,1016.8398,1027.0082,1021.924,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
NOK,261.5805,264.1963,262.8884,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
NZD,1525.8689,1541.1276,1533.4982,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
PKR,9.0735,9.1642,9.1188,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
QAR,694.146,701.0874,697.6167,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
RWF,1.7397,1.7571,1.7484,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
SAR,677.4142,684.1884,680.8013,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
SDR,3487.2419,3522.1143,3504.6781,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
SEK,281.3482,284.1617,282.7549,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
SGD,1996.9928,2016.9627,2006.9778,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
TRY,58.3638,58.9474,58.6556,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
UGX,0.7126,0.7198,0.7162,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
USD,2540.5743,2565.98,2553.2771,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
GOLD,12518425.6,12643609.85,12581017.72,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
ZAR,158.0126,159.5927,158.8027,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
ZMW,135.4973,136.8523,136.1748,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
ZWD,6.6682,6.7349,6.7015,2026-02-08,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-08 03:54:34.071768
AED,691.6327,698.549,695.0908,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
ATS,162.8448,164.4732,163.659,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
AUD,1777.8939,1795.6728,1786.7833,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
BIF,0.8538,0.8624,0.8581,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
BWP,203.5,205.535,204.5175,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
CAD,1860.4088,1879.0129,1869.7108,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
CHF,3270.1432,3302.8446,3286.4939,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
CNY,366.1245,369.7857,367.9551,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
CUC,105.8573,106.9158,106.3865,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
DKK,401.9006,405.9196,403.9101,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
DZD,19.5135,19.7087,19.6111,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
EUR,3001.4344,3031.4488,3016.4416,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
GBP,3454.1648,3488.7064,3471.4356,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
HKD,325.1352,328.3866,326.7609,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
INR,28.0534,28.334,28.1937,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
IQD,1.9386,1.958,1.9483,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
IRR,0.0022,0.0022,0.0022,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
JPY,16.1903,16.3522,16.2712,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
KES,19.6791,19.8759,19.7775,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
KRW,1.7348,1.7522,1.7435,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
KWD,8312.0375,8395.1579,8353.5977,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
MWK,1.4515,1.466,1.4587,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
MYR,643.1834,649.6152,646.3993,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
MZM,39.3765,39.7703,39.5734,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
NAD,158.0057,159.5858,158.7958,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
NGN,1.8547,1.8732,1.8639,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
NLG,1016.8398,1027.0082,1021.924,2026-02-09,https://www.bot.go.tz/ExchangeRate/excRates,2026-02-09 03:43:21.105846
